transaction_id,user_id,transaction_date,amount,merchant,category,payment_method,location
T65410729,U12979,26/11/2024,212.26,Amazon,Groceries,Credit Card,Leeds
T44515840,U13279,28/07/2025,197.68,Amazon,Groceries,Cash,Glasgow
T92023552,U72776,21/05/2025,299.09,Local Market,Transport,Bank Transfer,Coventry
T10600388,U14486,04/08/2025,352.05,McDonalds,Miscellaneous,Cash,London
T65444859,U60395,19/10/2024,207.21,Asda,Dining Out,Debit Card,London
T70434615,U68282,04/01/2025,432.58,Netflix,Healthcare,UPI,Birmingham
T84790606,U61502,20/06/2025,417.92,Spotify,Miscellaneous,Debit Card,Liverpool
T64045055,U16559,23/10/2024,470.26,Netflix,Rent,Cash,Birmingham
T83457359,U85183,25/08/2025,166.67,Coursera,Transport,UPI,Sheffield
T62195436,U38312,12/05/2025,295.02,Uber,Rent,Debit Card,Liverpool
T16856151,U52284,22/05/2025,297.49,Coursera,Entertainment,Credit Card,Birmingham
T72613788,U74800,30/11/2024,359.19,Uber,Entertainment,Cash,London
T32674386,U21871,14/06/2025,257.53,Asda,Healthcare,UPI,London
T70578378,U94446,13/01/2025,239.92,Boots,Entertainment,Credit Card,Leeds
T18276968,U75816,04/04/2025,193.01,Local Market,Transport,Bank Transfer,London
T37048410,U19150,19/04/2025,434.1,Amazon,Groceries,Credit Card,Coventry
T23601745,U63287,16/08/2025,381.25,Coursera,Utilities,UPI,Glasgow
T66328763,U88092,11/12/2024,499.11,Asda,Transport,Credit Card,London
T26114707,U35967,23/03/2025,258.31,Uber,Groceries,Cash,Liverpool
T50675588,U81731,09/05/2025,451.52,Asda,Miscellaneous,UPI,Sheffield
T83457995,U26999,13/07/2025,293.47,Netflix,Miscellaneous,Debit Card,Manchester
T26396231,U59757,04/01/2025,290.45,Coursera,Entertainment,Bank Transfer,Liverpool
T34920735,U41552,19/09/2025,488.57,Asda,Utilities,UPI,Birmingham
T76528376,U11625,28/12/2024,457.34,Tesco,Education,Bank Transfer,Liverpool
T64248941,U57755,25/07/2025,492.11,Asda,Dining Out,Debit Card,London
T37213248,U35454,06/06/2025,247.67,McDonalds,Groceries,Bank Transfer,Leeds
T46682666,U30692,22/05/2025,483.19,Spotify,Education,Cash,Leeds
T30865061,U37865,13/12/2024,56.71,Uber,Healthcare,UPI,Birmingham
T94631851,U44109,11/10/2025,31.55,Local Market,Groceries,UPI,Manchester
T47262336,U18380,20/08/2025,355.38,Amazon,Groceries,Cash,London
T88881590,U94943,21/08/2025,129.49,McDonalds,Healthcare,UPI,Coventry
T99866451,U90642,19/05/2025,132.53,Asda,Healthcare,Debit Card,Birmingham
T89326714,U69481,02/09/2025,360.61,Netflix,Rent,UPI,Glasgow
T96120478,U72149,21/04/2025,457.99,Asda,Utilities,Credit Card,Coventry
T16850404,U29509,07/10/2025,195.48,Coursera,Transport,Debit Card,Leeds
T39070333,U58893,12/06/2025,203.36,Asda,Dining Out,Bank Transfer,Sheffield
T67879625,U25638,26/01/2025,399.13,Netflix,Utilities,Debit Card,Sheffield
T39094221,U91641,01/12/2024,131.5,Boots,Transport,Credit Card,Manchester
T16584131,U89191,25/03/2025,377.55,Uber,Transport,Bank Transfer,London
T77179874,U75127,24/12/2024,419.71,Coursera,Miscellaneous,Cash,London
T83361701,U99143,27/09/2025,301.03,Local Market,Rent,Debit Card,Glasgow
T91971735,U13324,18/07/2025,26.52,McDonalds,Groceries,Cash,Glasgow
T12335873,U43255,05/01/2025,413.74,Tesco,Transport,Cash,Liverpool
T31467320,U67944,04/07/2025,138.13,Asda,Healthcare,Cash,Birmingham
T34950898,U53169,04/04/2025,291.3,Coursera,Transport,Debit Card,Manchester
T54888057,U57393,17/05/2025,77.64,Tesco,Rent,Credit Card,London
T99098882,U71670,27/06/2025,31.63,Local Market,Entertainment,Bank Transfer,Birmingham
T88005612,U67344,14/05/2025,443.53,Uber,Education,Bank Transfer,Glasgow
T94134763,U88386,08/10/2025,296.42,Coursera,Entertainment,UPI,Liverpool
T44263355,U40059,08/11/2024,43.82,Netflix,Miscellaneous,Debit Card,Sheffield
T93034851,U22992,03/10/2025,449.49,Coursera,Miscellaneous,Debit Card,Leeds
T34420469,U72940,01/11/2024,217.77,Coursera,Healthcare,Bank Transfer,Birmingham
T92446793,U52099,31/10/2024,134.42,Tesco,Rent,Debit Card,London
T51466998,U76874,08/09/2025,412.05,McDonalds,Transport,Cash,Sheffield
T65044579,U97781,10/06/2025,72.89,Asda,Utilities,Credit Card,Coventry
T58338142,U58032,18/07/2025,456.28,Local Market,Entertainment,Cash,Leeds
T10314462,U81105,14/01/2025,103.91,Boots,Rent,Credit Card,Birmingham
T62699385,U61315,26/03/2025,239.98,Uber,Entertainment,Cash,Birmingham
T45124967,U16602,24/08/2025,231.45,Amazon,Dining Out,UPI,Manchester
T99987810,U55674,10/05/2025,120.19,Asda,Entertainment,Cash,Liverpool
T37086125,U75147,09/12/2024,248.78,Spotify,Transport,Debit Card,London
T75356095,U59640,10/09/2025,230.78,Amazon,Transport,UPI,Leeds
T99632943,U16095,31/05/2025,332.11,Local Market,Dining Out,UPI,London
T10964369,U78261,09/01/2025,235.63,Boots,Utilities,UPI,London
T53010370,U60400,19/04/2025,122.25,Amazon,Rent,Cash,Coventry
T35611848,U20809,09/03/2025,67.46,Coursera,Education,UPI,London
T51885887,U49713,03/02/2025,195.67,Netflix,Dining Out,Cash,Liverpool
T71034731,U98978,05/05/2025,461.53,Asda,Healthcare,Debit Card,Glasgow
T18833629,U37273,12/10/2024,207.87,Uber,Entertainment,Credit Card,Coventry
T98054563,U86809,02/11/2024,59.89,Uber,Entertainment,UPI,Coventry
T16798630,U82887,29/09/2025,300.86,Coursera,Utilities,Bank Transfer,Liverpool
T94291989,U90669,06/12/2024,28.12,Local Market,Healthcare,Debit Card,Leeds
T16275814,U47021,27/11/2024,355.06,Amazon,Utilities,Credit Card,Birmingham
T29282570,U93089,04/06/2025,321.23,Asda,Miscellaneous,Bank Transfer,Liverpool
T80061193,U78601,17/05/2025,330.58,Amazon,Healthcare,Credit Card,Glasgow
T79163450,U82454,18/09/2025,234.02,Netflix,Education,Cash,Glasgow
T72690157,U66963,13/08/2025,107.93,Uber,Transport,UPI,Sheffield
T75769132,U98823,30/12/2024,185.91,Tesco,Healthcare,UPI,Coventry
T23098209,U71946,24/07/2025,238.74,Local Market,Education,Cash,Glasgow
T19884656,U48175,30/10/2024,297.88,McDonalds,Healthcare,Cash,Coventry
T36881035,U28566,02/01/2025,106.1,Local Market,Rent,Cash,Liverpool
T85304497,U58275,23/04/2025,144.11,Netflix,Dining Out,Cash,Glasgow
T54268434,U78599,28/12/2024,348.39,Local Market,Groceries,Cash,Sheffield
T59246080,U81066,30/01/2025,219.32,Spotify,Rent,Debit Card,Birmingham
T72671825,U97910,06/03/2025,236.1,Boots,Healthcare,Bank Transfer,Leeds
T93698048,U46629,02/04/2025,288.95,Asda,Miscellaneous,Cash,Leeds
T84371056,U79592,25/07/2025,366.91,Uber,Transport,Credit Card,Liverpool
T11321886,U32535,16/07/2025,354.02,Boots,Transport,UPI,London
T98789335,U16116,13/03/2025,265.89,Local Market,Entertainment,Cash,Sheffield
T47709585,U79751,14/03/2025,178.73,Tesco,Miscellaneous,Debit Card,Sheffield
T71093780,U84616,12/05/2025,44.57,Coursera,Dining Out,Cash,Sheffield
T58186792,U38200,29/10/2024,287.93,Uber,Education,UPI,Leeds
T67069343,U30476,28/12/2024,69.59,Boots,Miscellaneous,Cash,Manchester
T83335337,U89453,21/06/2025,66.9,Tesco,Dining Out,UPI,Manchester
T51184614,U91641,01/03/2025,422.73,Local Market,Utilities,Bank Transfer,Glasgow
T52475774,U34716,03/10/2025,236.4,Local Market,Healthcare,Debit Card,Manchester
T16135908,U79397,29/09/2025,259.97,Coursera,Groceries,UPI,Manchester
T80707050,U95542,10/06/2025,80.89,Asda,Rent,UPI,Glasgow
T38461181,U35485,18/07/2025,120.37,Coursera,Education,Credit Card,Coventry
T24419886,U48103,29/05/2025,305.87,Spotify,Rent,Debit Card,Birmingham
T26365041,U94529,11/02/2025,240.62,McDonalds,Education,Bank Transfer,Coventry
T58947644,U60358,21/01/2025,57.92,Local Market,Utilities,Cash,Leeds
T84332002,U54212,08/05/2025,95.85,Tesco,Healthcare,Debit Card,Manchester
T53371412,U25878,19/01/2025,417.76,Asda,Dining Out,Debit Card,Liverpool
T35300894,U81070,04/04/2025,361.02,Amazon,Rent,UPI,Glasgow
T45682041,U80191,22/04/2025,330.62,Spotify,Groceries,Cash,Glasgow
T41109342,U12453,23/09/2025,61.26,Amazon,Groceries,Bank Transfer,Sheffield
T78570808,U50876,30/07/2025,369.63,McDonalds,Rent,Cash,London
T72188616,U40733,04/05/2025,27.29,Uber,Education,Credit Card,London
T32911913,U90596,23/01/2025,367.9,Netflix,Entertainment,UPI,Liverpool
T62857955,U39756,21/01/2025,98.93,McDonalds,Groceries,UPI,Coventry
T25119739,U24314,06/01/2025,351.75,McDonalds,Groceries,UPI,Birmingham
T87916718,U48014,19/01/2025,105.29,Coursera,Dining Out,UPI,London
T12355245,U73552,11/02/2025,323.73,Coursera,Healthcare,Credit Card,Birmingham
T55134668,U82569,05/08/2025,498.33,Local Market,Rent,Credit Card,Manchester
T57667564,U83020,07/03/2025,117.33,Tesco,Healthcare,Cash,Coventry
T81009558,U50727,23/01/2025,20.7,McDonalds,Healthcare,Credit Card,London
T84410523,U56933,24/09/2025,185.3,Boots,Rent,UPI,Glasgow
T18898585,U70007,10/02/2025,311.02,Asda,Dining Out,Credit Card,Liverpool
T99447383,U32817,22/08/2025,162.51,Boots,Entertainment,UPI,Birmingham
T38063483,U89390,18/03/2025,297.27,Boots,Miscellaneous,Bank Transfer,Birmingham
T59732909,U43582,09/12/2024,456.43,Local Market,Groceries,Credit Card,Liverpool
T42613522,U68430,07/01/2025,394.95,Asda,Education,Bank Transfer,Sheffield
T50020925,U24048,21/07/2025,331.65,Uber,Miscellaneous,Bank Transfer,Manchester
T29730570,U24441,22/07/2025,344.62,McDonalds,Transport,Bank Transfer,London
T67809336,U88734,11/06/2025,479.17,Boots,Entertainment,UPI,London
T59037874,U18753,17/07/2025,5.9,Amazon,Miscellaneous,Bank Transfer,Glasgow
T84648337,U75757,17/05/2025,372.22,Tesco,Education,Debit Card,Glasgow
T20668918,U75388,21/02/2025,209.28,Local Market,Utilities,Credit Card,Manchester
T33002122,U83289,22/03/2025,420.27,Local Market,Transport,Cash,Manchester
T59476452,U69791,09/02/2025,204.16,Spotify,Dining Out,Debit Card,Manchester
T74552419,U53742,13/04/2025,175.94,Tesco,Utilities,UPI,London
T52212209,U93605,18/09/2025,347.29,McDonalds,Groceries,Credit Card,Liverpool
T44162916,U91499,11/12/2024,435.23,McDonalds,Healthcare,Cash,Coventry
T70373809,U82411,04/08/2025,227.13,Asda,Education,Cash,Sheffield
T39018506,U56350,18/06/2025,408.64,Local Market,Rent,Cash,Coventry
T18942477,U96724,30/06/2025,279.02,Spotify,Healthcare,Cash,Sheffield
T30758292,U13326,04/10/2025,369.3,McDonalds,Transport,UPI,Birmingham
T29925875,U76183,07/05/2025,151.87,Boots,Dining Out,Cash,Liverpool
T58099810,U70847,16/04/2025,373.73,Spotify,Utilities,Credit Card,Manchester
T80756381,U22419,03/04/2025,226.19,McDonalds,Rent,UPI,Manchester
T80425519,U13318,04/03/2025,164.97,Coursera,Education,Cash,Sheffield
T97715987,U18830,21/11/2024,322.6,McDonalds,Utilities,Debit Card,London
T38568838,U19142,31/12/2024,421.66,Uber,Healthcare,Cash,Manchester
T77128383,U83504,06/10/2025,395.77,Uber,Education,Debit Card,Manchester
T73434960,U62663,23/01/2025,152.3,Asda,Groceries,Credit Card,Liverpool
T99590402,U30397,12/02/2025,181.53,Local Market,Miscellaneous,Cash,Leeds
T96263497,U13052,26/03/2025,113.62,Asda,Miscellaneous,Credit Card,Birmingham
T22903664,U49608,02/03/2025,246.59,Tesco,Groceries,UPI,Birmingham
T56854620,U79045,01/01/2025,248.75,Boots,Groceries,Cash,Coventry
T32299515,U14880,31/05/2025,327.08,Amazon,Dining Out,UPI,Glasgow
T31278574,U61025,23/03/2025,183.16,Amazon,Dining Out,Cash,Manchester
T29671961,U48183,17/01/2025,124.17,Tesco,Rent,Bank Transfer,Liverpool
T78516420,U86639,14/11/2024,118.54,Boots,Education,Bank Transfer,London
T78339073,U94174,21/06/2025,347.99,Tesco,Groceries,Cash,London
T47547921,U25265,19/07/2025,98.15,Netflix,Rent,Bank Transfer,Sheffield
T80650277,U64529,20/12/2024,83.84,Boots,Utilities,Debit Card,Liverpool
T12036467,U14126,24/02/2025,269.57,Coursera,Groceries,Bank Transfer,Birmingham
T90997233,U39101,09/08/2025,228.66,Netflix,Education,UPI,Manchester
T96541914,U25703,15/03/2025,96.3,Netflix,Utilities,Debit Card,Glasgow
T81837550,U23739,16/04/2025,51.09,McDonalds,Transport,UPI,Birmingham
T22735309,U56471,18/11/2024,290.03,Local Market,Miscellaneous,Debit Card,London
T62886169,U94535,28/05/2025,60.91,Uber,Rent,UPI,Birmingham
T46062337,U68673,28/11/2024,386.5,Boots,Groceries,Bank Transfer,Liverpool
T14829919,U71815,15/10/2024,437.36,Asda,Utilities,Debit Card,Birmingham
T52338634,U31514,05/06/2025,205.67,Tesco,Rent,Cash,Manchester
T75830392,U33432,02/06/2025,141.48,Coursera,Education,Bank Transfer,Manchester
T33595629,U12690,24/02/2025,111.62,Asda,Entertainment,Credit Card,London
T40014108,U60082,20/02/2025,120.1,Asda,Transport,Cash,Liverpool
T91642268,U45016,01/05/2025,173.47,Boots,Miscellaneous,Credit Card,Glasgow
T91563117,U14099,09/03/2025,128.06,Uber,Entertainment,Cash,Glasgow
T46400623,U28068,06/08/2025,130.01,McDonalds,Utilities,Credit Card,Sheffield
T85349155,U47725,06/04/2025,168.01,Netflix,Rent,Credit Card,Birmingham
T36102608,U55284,05/03/2025,205.66,Boots,Entertainment,Credit Card,Glasgow
T87587612,U90337,14/02/2025,351.57,Local Market,Groceries,Debit Card,London
T71517736,U76136,12/03/2025,129.15,Tesco,Groceries,UPI,Birmingham
T29554848,U25522,28/12/2024,78.43,Spotify,Groceries,Debit Card,Birmingham
T28008882,U68719,06/10/2025,105.54,Netflix,Utilities,UPI,Manchester
T97179248,U72400,14/04/2025,240.6,McDonalds,Utilities,Credit Card,Birmingham
T29992568,U65268,27/10/2024,257.85,Amazon,Miscellaneous,UPI,Birmingham
T32724262,U36741,08/03/2025,479.7,Local Market,Dining Out,Bank Transfer,Glasgow
T20177835,U22425,11/10/2025,472.26,McDonalds,Healthcare,Bank Transfer,Manchester
T72141865,U63727,12/02/2025,414.94,Asda,Rent,UPI,Leeds
T52904920,U74632,24/03/2025,281.56,McDonalds,Healthcare,Debit Card,Glasgow
T93018840,U56301,20/09/2025,436.93,McDonalds,Healthcare,Credit Card,Sheffield
T53028816,U28943,18/10/2024,168.02,Amazon,Dining Out,Bank Transfer,Glasgow
T45206160,U41028,15/09/2025,215.52,Netflix,Utilities,Bank Transfer,Coventry
T88833921,U55835,23/07/2025,56.09,Asda,Education,Debit Card,Manchester
T59839996,U42096,22/01/2025,267.04,Netflix,Miscellaneous,Cash,Leeds
T80971118,U72184,16/07/2025,106.09,Coursera,Healthcare,Cash,Manchester
T80962779,U94284,01/08/2025,24.35,Local Market,Miscellaneous,Debit Card,London
T87243178,U16759,11/10/2025,159.2,Coursera,Rent,Bank Transfer,Liverpool
T10094126,U85933,13/12/2024,462.28,Asda,Entertainment,Debit Card,Birmingham
T73023852,U30543,04/03/2025,130.87,Netflix,Healthcare,Bank Transfer,Birmingham
T59987594,U49529,16/06/2025,298.72,Tesco,Healthcare,UPI,Liverpool
T55212235,U19153,08/09/2025,267.97,Local Market,Miscellaneous,UPI,London
T38806452,U57583,30/03/2025,385.02,Local Market,Education,Bank Transfer,Sheffield
T67311199,U32775,18/07/2025,172.21,Tesco,Groceries,Credit Card,Coventry
T20006384,U70727,21/02/2025,439.06,Tesco,Healthcare,Bank Transfer,Coventry
T98808354,U72480,18/08/2025,30.25,Asda,Groceries,UPI,Liverpool
T21059404,U22268,22/01/2025,356.85,Asda,Groceries,Cash,Leeds
T38425248,U17200,14/11/2024,308.48,Asda,Transport,UPI,Sheffield
T71688803,U20431,11/08/2025,484.46,McDonalds,Miscellaneous,Cash,Leeds
T60604632,U98078,31/05/2025,334.32,Local Market,Healthcare,Credit Card,London
T12267734,U10595,25/11/2024,377.71,Netflix,Utilities,Debit Card,Liverpool
T96709909,U36282,22/02/2025,423.54,Netflix,Groceries,UPI,Birmingham
T31275778,U22480,20/12/2024,170.78,Asda,Miscellaneous,Debit Card,London
T51783377,U42669,06/01/2025,482.65,Uber,Transport,Credit Card,Birmingham
T39309671,U12604,14/04/2025,8.91,Spotify,Education,UPI,London
T32279818,U84708,27/08/2025,236.26,Asda,Dining Out,Cash,Glasgow
T98971064,U52506,02/05/2025,354.3,Boots,Healthcare,Cash,Leeds
T36945815,U61756,26/11/2024,307.67,Tesco,Groceries,Credit Card,Coventry
T18343818,U78505,01/08/2025,313.51,Tesco,Transport,Cash,Glasgow
T86875622,U26917,21/10/2024,356.6,Netflix,Groceries,UPI,Sheffield
T26163241,U64471,07/06/2025,220.14,Boots,Groceries,UPI,Coventry
T85557803,U12934,26/02/2025,484.51,Coursera,Entertainment,Debit Card,Sheffield
T23387645,U34547,26/11/2024,374.36,Tesco,Utilities,UPI,London
T87463362,U24351,11/05/2025,286.22,Coursera,Miscellaneous,UPI,Glasgow
T31042196,U96459,20/09/2025,450.3,Amazon,Dining Out,Cash,Liverpool
T95415915,U41683,28/09/2025,375.92,McDonalds,Miscellaneous,Debit Card,Liverpool
T49444152,U30885,23/07/2025,360.65,Asda,Healthcare,Cash,Coventry
T95181405,U51516,08/10/2025,272.81,Boots,Transport,Credit Card,Birmingham
T65000251,U27336,03/11/2024,261.59,Boots,Utilities,Cash,Liverpool
T81242103,U79176,29/09/2025,72.76,Spotify,Education,Bank Transfer,Sheffield
T86833445,U88861,22/11/2024,385.8,Amazon,Groceries,Bank Transfer,Sheffield
T42769832,U42036,07/09/2025,281.49,McDonalds,Rent,UPI,Manchester
T43353642,U85255,26/12/2024,52.81,Boots,Groceries,Debit Card,Glasgow
T25994184,U33547,09/05/2025,143.36,McDonalds,Rent,UPI,Liverpool
T93652773,U28795,08/08/2025,414.25,Tesco,Utilities,Bank Transfer,Leeds
T52519060,U55375,20/05/2025,102.8,Tesco,Groceries,Debit Card,Sheffield
T49197981,U96185,15/02/2025,288.35,Local Market,Utilities,Bank Transfer,Sheffield
T19559142,U74672,15/03/2025,363.51,Spotify,Dining Out,Cash,Manchester
T21429314,U68696,25/04/2025,165.76,Spotify,Rent,Bank Transfer,Manchester
T25507698,U74553,08/10/2025,154.96,Coursera,Groceries,Debit Card,Manchester
T11148599,U85207,13/05/2025,430.96,Coursera,Miscellaneous,Cash,Leeds
T71039971,U92539,30/09/2025,160.38,Local Market,Entertainment,Bank Transfer,Birmingham
T87854667,U76723,23/01/2025,97.69,Coursera,Entertainment,Bank Transfer,Sheffield
T87844332,U61984,16/03/2025,171.35,Asda,Utilities,UPI,Liverpool
T28896877,U79866,10/05/2025,109.77,Uber,Education,Credit Card,Manchester
T18168980,U39352,01/07/2025,207.2,Coursera,Entertainment,UPI,Sheffield
T59909168,U60345,30/09/2025,484.77,Tesco,Transport,Bank Transfer,Sheffield
T74252818,U22361,17/02/2025,183.71,Uber,Transport,Bank Transfer,Sheffield
T51607302,U11513,19/10/2024,422.81,Asda,Healthcare,UPI,Sheffield
T20787155,U73931,04/02/2025,122.13,McDonalds,Dining Out,Debit Card,Sheffield
T22988148,U24466,04/05/2025,273.08,Boots,Utilities,Debit Card,Glasgow
T95404127,U38829,15/01/2025,39.22,Coursera,Groceries,Bank Transfer,Leeds
T14647610,U61785,19/02/2025,69.63,Netflix,Healthcare,Credit Card,Birmingham
T13559148,U76098,01/11/2024,323.97,Coursera,Miscellaneous,Debit Card,Coventry
T41869098,U68398,08/05/2025,153.87,Spotify,Miscellaneous,UPI,Coventry
T11321779,U95956,07/12/2024,260.62,Boots,Dining Out,UPI,Coventry
T79187486,U36208,01/01/2025,182.2,Boots,Utilities,UPI,Sheffield
T46030637,U85851,07/10/2025,299.76,Local Market,Miscellaneous,Credit Card,Coventry
T91586318,U62309,25/11/2024,23.9,McDonalds,Groceries,Debit Card,Glasgow
T85791876,U45973,07/06/2025,126.28,Coursera,Healthcare,Debit Card,Birmingham
T60740952,U77802,07/03/2025,225.31,Netflix,Healthcare,Cash,Sheffield
T89006648,U76537,14/12/2024,488.44,Coursera,Education,Debit Card,Coventry
T28229195,U60078,03/01/2025,410.54,Coursera,Dining Out,UPI,Sheffield
T23986854,U45237,27/04/2025,168.37,Tesco,Groceries,Cash,Liverpool
T42254506,U93463,29/03/2025,76.48,Asda,Transport,Bank Transfer,Coventry
T86847334,U87837,04/01/2025,99.48,Coursera,Dining Out,Cash,Sheffield
T57628157,U80985,30/03/2025,355.7,Uber,Dining Out,Bank Transfer,London
T41095228,U57959,13/11/2024,269.36,Local Market,Utilities,Bank Transfer,Glasgow
T55004343,U37171,02/01/2025,385.68,Coursera,Miscellaneous,Cash,London
T96545467,U42553,13/06/2025,441.55,Amazon,Miscellaneous,UPI,Manchester
T35702208,U12284,11/10/2025,307.62,Asda,Utilities,Credit Card,Coventry
T56526067,U14052,03/11/2024,85.6,Netflix,Entertainment,Bank Transfer,Manchester
T61368295,U94633,27/07/2025,452.52,Netflix,Education,Debit Card,Birmingham
T83891918,U17711,28/07/2025,430.52,Spotify,Transport,Bank Transfer,Manchester
T78386227,U29255,09/12/2024,32.17,Netflix,Transport,Cash,Liverpool
T49983683,U79423,07/06/2025,108.02,Tesco,Transport,Debit Card,Liverpool
T54528018,U99406,26/06/2025,181.81,Tesco,Miscellaneous,Cash,Birmingham
T64814500,U76765,18/04/2025,368.86,McDonalds,Utilities,Cash,Sheffield
T76345686,U89884,02/12/2024,272.97,Netflix,Groceries,Debit Card,Coventry
T16197835,U71654,07/07/2025,245.31,McDonalds,Miscellaneous,Credit Card,Birmingham
T47197778,U68076,13/08/2025,453.03,Netflix,Transport,UPI,Sheffield
T68017735,U49656,19/03/2025,175.92,Asda,Dining Out,Debit Card,Coventry
T13095919,U41908,25/03/2025,239.51,Netflix,Dining Out,Bank Transfer,Coventry
T77428614,U72634,31/03/2025,67.23,McDonalds,Transport,Bank Transfer,Glasgow
T49562021,U94443,04/10/2025,454.16,Amazon,Education,Credit Card,London
T41924098,U87851,23/12/2024,221.49,Uber,Entertainment,Credit Card,Glasgow
T74937554,U99262,14/07/2025,300.94,Tesco,Rent,UPI,Birmingham
T36459208,U67257,27/04/2025,238.41,Local Market,Transport,Cash,Coventry
T42514410,U15738,13/05/2025,350.07,Uber,Miscellaneous,Bank Transfer,Liverpool
T35419543,U52789,26/09/2025,253.97,Amazon,Entertainment,Credit Card,Liverpool
T98287462,U96288,08/04/2025,79.92,McDonalds,Rent,Cash,Manchester
T25259396,U41143,16/04/2025,483.57,Uber,Healthcare,UPI,London
T35742985,U15785,05/02/2025,16.71,Spotify,Transport,Cash,Leeds
T72051239,U59956,05/07/2025,158.87,Amazon,Dining Out,Debit Card,Leeds
T69221294,U55679,20/03/2025,296.45,Local Market,Groceries,Debit Card,Manchester
T92624900,U99435,15/07/2025,318.44,Asda,Education,Cash,Glasgow
T38527085,U88249,20/01/2025,93.25,McDonalds,Utilities,Bank Transfer,Coventry
T85652950,U90803,21/12/2024,156.6,Spotify,Transport,Credit Card,Glasgow
T78975203,U15929,12/11/2024,425.77,Amazon,Utilities,Credit Card,Manchester
T76669526,U88668,06/11/2024,301.01,Local Market,Rent,UPI,Coventry
T14193686,U24761,06/10/2025,186.96,Amazon,Transport,Cash,Leeds
T49656810,U69195,26/09/2025,187.93,Uber,Education,UPI,Leeds
T27940105,U15079,26/04/2025,5.96,Tesco,Rent,Cash,Sheffield
T59465018,U42675,18/12/2024,39.61,Amazon,Groceries,Debit Card,Manchester
T41297273,U41209,26/05/2025,89.87,Netflix,Miscellaneous,UPI,Liverpool
T49511531,U28732,15/04/2025,228.92,Amazon,Dining Out,Debit Card,Birmingham
T41402641,U91923,24/01/2025,106.64,Netflix,Transport,UPI,Coventry
T90613699,U93091,25/10/2024,291.34,Amazon,Rent,Bank Transfer,Glasgow
T35520687,U48863,07/03/2025,82.81,Tesco,Utilities,Debit Card,Glasgow
T35955751,U26649,29/04/2025,262.29,Asda,Miscellaneous,Bank Transfer,Birmingham
T50062598,U55947,29/06/2025,266.19,Tesco,Dining Out,Bank Transfer,Liverpool
T79679493,U32102,24/05/2025,173.12,McDonalds,Education,UPI,Liverpool
T51833046,U49518,20/10/2024,92.55,McDonalds,Utilities,UPI,Liverpool
T43005896,U48695,18/12/2024,25.4,Local Market,Utilities,Credit Card,Sheffield
T20164123,U55226,30/01/2025,235.37,Amazon,Entertainment,Credit Card,Sheffield
T27586874,U13009,30/08/2025,73.32,Netflix,Education,Credit Card,Manchester
T37523437,U74971,05/01/2025,245.87,Asda,Entertainment,Cash,Manchester
T36734342,U48976,02/07/2025,199.15,Tesco,Transport,Credit Card,Sheffield
T53320883,U49281,20/11/2024,358.02,McDonalds,Dining Out,Bank Transfer,Leeds
T32835861,U71682,21/07/2025,491.64,Asda,Transport,Credit Card,Manchester
T30184316,U73801,25/03/2025,341.47,Local Market,Utilities,UPI,Birmingham
T74005318,U40178,20/11/2024,398.99,Asda,Utilities,Credit Card,Sheffield
T80176488,U86568,13/08/2025,372.23,McDonalds,Utilities,Debit Card,Manchester
T39180101,U35518,12/05/2025,280.9,Local Market,Utilities,Bank Transfer,Sheffield
T67999298,U58826,05/11/2024,264.51,Netflix,Miscellaneous,Credit Card,Manchester
T81700054,U13740,19/03/2025,65.97,Amazon,Dining Out,Credit Card,Coventry
T85334889,U15496,19/04/2025,427.98,Local Market,Utilities,UPI,Manchester
T96081557,U92905,14/08/2025,379.69,Boots,Healthcare,Bank Transfer,Birmingham
T21758834,U32520,28/11/2024,195.25,Netflix,Transport,Credit Card,Liverpool
T78555087,U19609,17/02/2025,439.86,McDonalds,Groceries,UPI,Birmingham
T85495593,U30614,25/02/2025,188.78,Uber,Transport,Debit Card,Manchester
T84759947,U80125,24/09/2025,448.13,Boots,Education,Debit Card,Coventry
T18577769,U63638,30/05/2025,85.28,Netflix,Rent,Cash,Glasgow
T32631622,U34726,28/11/2024,111.69,Tesco,Utilities,Bank Transfer,London
T98081237,U77073,09/08/2025,332.57,Local Market,Entertainment,Cash,London
T21028392,U33970,04/01/2025,34.53,Asda,Education,Cash,Glasgow
T66892238,U77470,18/12/2024,124.21,Uber,Transport,Cash,Liverpool
T57299423,U96439,30/11/2024,486.79,Spotify,Transport,Credit Card,Manchester
T52539426,U46276,07/02/2025,442.22,Boots,Groceries,Debit Card,London
T13788604,U56315,18/10/2024,188.81,Asda,Groceries,Debit Card,Liverpool
T20258838,U57327,17/11/2024,103.72,Local Market,Transport,Bank Transfer,Leeds
T68949216,U96065,02/06/2025,268.68,Amazon,Utilities,Credit Card,Liverpool
T37822034,U42139,20/10/2024,48.46,Coursera,Dining Out,Credit Card,Coventry
T56569366,U79035,28/10/2024,16.21,McDonalds,Dining Out,Cash,Leeds
T93184003,U49835,03/08/2025,40.75,Tesco,Rent,Credit Card,Birmingham
T54580031,U38265,22/09/2025,376.24,Coursera,Education,Bank Transfer,Manchester
T16448974,U50696,26/09/2025,442.28,Boots,Healthcare,Debit Card,London
T76236810,U15340,15/10/2024,184.67,Local Market,Healthcare,Credit Card,Birmingham
T50452651,U85315,14/05/2025,23.67,Spotify,Healthcare,Cash,Glasgow
